0.0023190673	0.112112	0.06130642	-0.031801555	0.07212005	-0.033391777	-0.03820679	-0.016708832	-0.01486567	0.011553495	-0.07769512	-0.052630983	0.056115337	0.039736025	-0.010540935	-0.024468986
0.01086616	-0.004809998	0.0018338757	0.035221733	0.04572405	0.025256343	-0.06187809	-0.026581505	0.01699832	0.05846225	-0.04063576	-0.022488177	0.08249422	0.07586599	-0.08883806	-0.009092401
0.07197968	-0.022236148	0.021943506	0.029621722	0.08516315	-0.013478562	-0.06910851	-0.045678906	-0.019920325	0.06756728	-0.0298902	-0.01862343	0.06766411	0.08213933	-0.046085168	-0.06171074
-0.04128482	-0.028643183	0.023477111	0.009992742	0.046054065	-0.08983056	-0.036146536	-0.0018445479	-0.015913263	0.04604796	-0.1447241	-0.03417404	0.049488753	0.040194783	-0.026481153	-0.04494441
0.031155402	-0.044319894	-0.011390347	-0.02568201	0.024337372	-0.033032686	-0.083437614	0.0031196887	0.01754521	-0.0072802226	-0.10297655	-0.0957448	0.04657129	-0.032890428	-0.024886638	-0.0126650585
0.012948295	0.02770589	0.011247324	0.052896276	0.032192826	-0.07014225	0.024714919	-0.0043856646	0.080100894	0.012952478	-0.047983386	-0.068443075	0.020493554	0.026850833	-0.04085281	0.016579662
0.004367446	-0.044164006	0.022390325	0.0996421	0.046351478	0.028461771	-0.043803915	-0.055465426	-0.04529156	-0.025731236	-0.10327591	-0.040215895	0.102819316	0.033470955	-0.055998173	-0.0056692925
-0.0027313537	0.025521776	0.045960724	0.03348284	0.031085176	-0.027617019	0.0063812723	-0.009969469	0.07306505	0.048773643	-0.05267378	-0.038290832	0.0015456114	-0.02111958	-0.030160202	-0.0077925557
0.028749788	-0.02104425	0.06102526	-0.023859669	0.047178537	-0.026087722	-0.058921874	-0.06749279	-0.024458803	0.06785678	-0.06393985	-0.045210782	0.006902213	0.03413661	-0.030370869	-0.026852543
0.037822016	-0.050213337	0.04000478	-0.047118116	-0.007399036	0.014322594	-0.02216537	-0.018207824	-0.016342985	-0.022051595	-0.03447981	-0.044233534	0.06917405	0.0763943	-0.057113554	-0.034052406
-0.025619652	0.03554294	-0.051107258	-0.065787725	-0.023503028	-0.026681865	-0.044048153	-0.021766083	-0.062262475	-0.0050647766	0.036868572	-0.1152084	0.17239656	0.070768446	-0.10152981	0.028038794
-0.029696915	0.085752316	0.051477432	-0.004974536	0.06332692	-0.01787279	-0.073820904	-0.038980726	-0.06580237	-0.047510102	-0.026820239	-0.03790304	0.10970237	0.03525414	-0.028105887	0.02792082
0.03432219	0.019578902	0.049252063	0.05792838	0.058011804	-0.035845667	-0.031944897	0.03718638	-0.0062101083	0.07198605	-0.09630912	0.0015620397	-0.0295551	0.00032889482	-0.045512028	0.0084057525
-0.01832079	0.049585123	-0.021547167	0.108988784	0.05669323	-0.020656385	-0.07352814	-0.023001535	0.09433041	0.008735334	-0.025597183	0.015699016	0.15500547	0.008877121	-0.0056003104	0.059843276
-0.024467967	0.025737027	0.042081177	0.025674796	0.07009854	-0.020622734	0.041875903	-0.052638743	-0.031287216	0.0418217	0.028341148	-0.101577245	0.008874159	-0.0012259134	-0.09437384	-0.04352107
-0.04238149	0.06533739	-0.004622509	-0.010770527	0.064271994	-0.08877005	-0.054809056	-0.05039055	0.000794709	-0.0013815932	-0.01775116	-0.06293707	0.10621851	0.044758942	-0.035531342	0.004640606
